...1,StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q31,Q32_1,Q32_2,Q34,Q35,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_DO,Q3.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_DO,Q3.2,Q4,Q5,Q5_3_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q10,Q11,Q12,FL_35_DO,ill_honest,undoc_honest,honest,ill_hardworking,undoc_hardworking,hardworking,ill_unlawful,undoc_unlawful,unlawful,ill_violent,undoc_violent,violent,ill_intelligent,undoc_intelligent,intelligent,ill_uneducated,undoc_uneducated,uneducated,ill_lazy,undoc_lazy,lazy,ill_immoral,undoc_immoral,immoral,ill_loyal,undoc_loyal,loyal,ill_responsible,undoc_responsible,responsible,ID,Treatment,Response,Hispanic/Latino,Not Hispanic/Latino,Latin America,Europe,Middle East,Asia,Third-world/poor country,Construction,Food,Gardener,Maid,Unemployed,Job Americans Don't Want,Hardworking,Honest,Loyal,Intelligent,Responsible,Immoral,Lazy,Uneducated,Unlawful,Violent,Family-oriented,Religious/church-going,Poor/low socio-economic status,Stealing American's Jobs,Seeking welfare,Better life,Fleeing/escaping hardship,"No ""typical"" unauthorized immigrant",Criticize US immigration process,"Risk-taking, brave",Contributions to U.S.,Are trying or should try to become legal,Nobody illegal on stolen land,US doesn't treat well,American dream,Unfair/disrespectful to legal immigrants and citizens,Anti-unauthorized immigration = racism,Respondent talks about their connection/experience,Opposition to terminology
NA,11/21/20 8:20,11/21/20 9:07,100,2828,TRUE,11/21/20 9:07,anonymous,EN,NA,Yes,Yes,NA,11/21/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,3,3,2,2,3,2,Violent|Loyal|Uneducated|Immoral|Intelligent|Hardworking|Responsible|Unlawful|Honest|Lazy,"I think undocumented immigrants are lawful, honest, hardworking, etc.",20,Female,NA,Asian,No,Independent,NA,Closer to Democratic Party,Liberal,NA,Other,C6,NA,3,3,NA,4,4,NA,2,2,NA,2,2,NA,3,3,NA,3,3,NA,2,2,NA,2,2,NA,3,3,NA,2,2,CSIjf,T6,"I think undocumented immigrants are lawful, honest, hardworking, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,11/21/20 16:17,11/21/20 16:20,100,175,TRUE,11/21/20 16:20,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/21/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Uneducated|Hardworking|Intelligent|Immoral|Loyal|Responsible|Honest|Unlawful|Lazy|Violent,My views on a typical illegal immigrant is extremely positive as they are the most hard working individuals in this country.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male,NA,White,Yes,Democrat,NA,NA,Liberal,NA,I am an immigrant to the USA and a naturalized citizen.,C1,5,NA,5,5,NA,5,1,NA,1,1,NA,1,5,NA,5,1,NA,1,1,NA,1,1,NA,1,5,NA,5,5,NA,5,7MWGw,T1,My views on a typical illegal immigrant is extremely positive as they are the most hard working individuals in this country.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,11/21/20 18:29,11/21/20 18:31,100,156,TRUE,11/21/20 18:31,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/21/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1 (not well at all),2,3,1 (not well at all),1 (not well at all),2,2,Loyal|Honest|Responsible|Intelligent|Unlawful|Uneducated|Immoral|Violent|Lazy|Hardworking,"When I hear ""undocumented immigrant"" I think of migrant workers and mom-and-pop kitchen workers",21,Male,NA,White,No,Democrat,NA,NA,Liberal,NA,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C4,NA,2,2,NA,4,4,NA,3,3,NA,1,1,NA,2,2,NA,3,3,NA,1,1,NA,1,1,NA,2,2,NA,2,2,9GIkm,T4,"When I hear ""undocumented immigrant"" I think of migrant workers and mom-and-pop kitchen workers",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,11/21/20 19:47,11/21/20 19:49,100,122,TRUE,11/21/20 19:49,anonymous,EN,NA,Yes,Yes,NA,11/21/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Loyal|Uneducated|Violent|Hardworking|Responsible|Honest|Lazy|Immoral|Unlawful|Intelligent,"I believe they are making a courageous choice and sacrifice, usually for their families.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female,NA,Other,No,Democrat,NA,NA,Extremely liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C3,5,NA,5,5,NA,5,1,NA,1,1,NA,1,5,NA,5,1,NA,1,1,NA,1,1,NA,1,5,NA,5,5,NA,5,2XK7z,T3,"I believe they are making a courageous choice and sacrifice, usually for their families.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,11/22/20 9:18,11/22/20 9:21,100,180,TRUE,11/22/20 9:21,anonymous,EN,NA,Yes,Yes,NA,11/22/20,3,4,1 (not well at all),2,3,3,1 (not well at all),2,3,3,Immoral|Responsible|Lazy|Hardworking|Honest|Intelligent|Unlawful|Loyal|Violent|Uneducated,The typical illegal immigrant is someone who comes to the country as an illegal instead of receiving a citizenship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female,NA,Black or African American,Yes,Democrat,NA,NA,Slightly liberal,NA,"My parents, grandparents and I were all born in the USA.",C5,3,NA,3,4,NA,4,1,NA,1,2,NA,2,3,NA,3,3,NA,3,1,NA,1,2,NA,2,3,NA,3,3,NA,3,zVNHd,T5,The typical illegal immigrant is someone who comes to the country as an illegal instead of receiving a citizenship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,11/22/20 12:35,11/22/20 12:38,100,184,TRUE,11/22/20 12:38,anonymous,EN,NA,Yes,Yes,NA,11/22/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Violent|Uneducated|Unlawful|Intelligent|Lazy|Hardworking|Honest|Responsible|Immoral|Loyal,I think undocumented immigrants are extremely hardworking and shape what America should be all about-giving people an opportunity to build their lives freely.,19,Female,NA,Other,Yes,Democrat,NA,NA,Slightly liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C2,NA,5,5,NA,5,5,NA,1,1,NA,1,1,NA,5,5,NA,1,1,NA,1,1,NA,1,1,NA,5,5,NA,5,5,3yLqx,T2,I think undocumented immigrants are extremely hardworking and shape what America should be all about-giving people an opportunity to build their lives freely.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NA,11/22/20 22:58,11/22/20 23:01,100,172,TRUE,11/22/20 23:01,anonymous,EN,NA,Yes,Yes,NA,11/22/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Unlawful|Hardworking|Intelligent|Violent|Responsible|Immoral|Uneducated|Honest|Loyal|Lazy,"I think everyone deserves a chance and I do not think I could describe a ""typical immigrant""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female,NA,White,Yes,Democrat,NA,NA,Extremely liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C5,5,NA,5,5,NA,5,1,NA,1,1,NA,1,5,NA,5,1,NA,1,1,NA,1,1,NA,1,5,NA,5,5,NA,5,iSTDi,T5,"I think everyone deserves a chance and I do not think I could describe a ""typical immigrant""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NA,11/23/20 10:11,11/23/20 10:13,100,164,TRUE,11/23/20 10:13,anonymous,EN,NA,Yes,Yes,NA,11/23/20,4,5 (very well),1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),4,4,Intelligent|Lazy|Immoral|Loyal|Violent|Honest|Unlawful|Uneducated|Hardworking|Responsible,"Firstly, I think that no one is illegal on stolen land. People may be undocumented citizens, but I do not believe they are ""illegal."" I think they are harworking and honest people who are just trying to make a better lives for themselves and/or their families. I think we should legalize all undocumented immigrants and make the immigration process easier.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female,NA,Asian,No,Democrat,NA,NA,Extremely liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C1,4,NA,4,5,NA,5,1,NA,1,1,NA,1,4,NA,4,1,NA,1,1,NA,1,1,NA,1,4,NA,4,4,NA,4,kvFNc,T1,"Firstly, I think that no one is illegal on stolen land. People may be undocumented citizens, but I do not believe they are ""illegal."" I think they are harworking and honest people who are just trying to make a better lives for themselves and/or their families. I think we should legalize all undocumented immigrants and make the immigration process easier.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
NA,11/23/20 10:20,11/23/20 10:22,100,150,TRUE,11/23/20 10:22,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,NA,11/23/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1 (not well at all),3,3,2,1 (not well at all),3,4,Intelligent|Unlawful|Loyal|Violent|Responsible|Hardworking|Lazy|Honest|Uneducated|Immoral,I think the words that can be associated with undocumented immigrants depends on the situation they were in that forced them to come here. There are a wide variety of different reasons other than stereotypes.,21,Female,NA,White,No,Republican,NA,NA,Slightly conservative,NA,"My parents, grandparents and I were all born in the USA.",C4,NA,2,2,NA,4,4,NA,4,4,NA,1,1,NA,3,3,NA,3,3,NA,2,2,NA,1,1,NA,3,3,NA,4,4,YsGZd,T4,I think the words that can be associated with undocumented immigrants depends on the situation they were in that forced them to come here. There are a wide variety of different reasons other than stereotypes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NA,11/23/20 11:28,11/23/20 11:47,100,1116,TRUE,11/23/20 11:47,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/23/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),3,2,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Intelligent|Honest|Responsible|Lazy|Uneducated|Loyal|Unlawful|Violent|Immoral|Hardworking,Incredibly hardworking people who primarily want to seek a better life for themselves or their families.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male,NA,White,No,Democrat,NA,NA,Liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C3,5,NA,5,5,NA,5,1,NA,1,1,NA,1,3,NA,3,2,NA,2,1,NA,1,1,NA,1,5,NA,5,5,NA,5,m7aN0,T3,Incredibly hardworking people who primarily want to seek a better life for themselves or their families.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,11/23/20 11:55,11/23/20 11:59,100,236,TRUE,11/23/20 11:59,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/23/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1 (not well at all),3,2,2,1 (not well at all),3,3,Lazy|Unlawful|Uneducated|Loyal|Violent|Intelligent|Honest|Responsible|Hardworking|Immoral,I think many undocumented immigrants come from unfortunate circumstances and do not have the time or luxury of going through the formal process to become citizens.,21,Female,NA,White,No,Democrat,NA,NA,Liberal,NA,"My parents, grandparents and I were all born in the USA.",C2,NA,2,2,NA,4,4,NA,4,4,NA,1,1,NA,3,3,NA,2,2,NA,2,2,NA,1,1,NA,3,3,NA,3,3,9ePRI,T2,I think many undocumented immigrants come from unfortunate circumstances and do not have the time or luxury of going through the formal process to become citizens.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,11/23/20 14:26,11/23/20 14:29,100,194,TRUE,11/23/20 14:29,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/23/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1 (not well at all),2,3,3,1 (not well at all),2,2,3,Loyal|Immoral|Uneducated|Lazy|Responsible|Violent|Intelligent|Honest|Hardworking|Unlawful,I feel most undocumented immigrants come to the United States for better opportunity. I also feel that we mostly hear about undocumented citizens that come from southern North American countries.,21,Male,NA,White,No,Independent,NA,Closer to Democratic Party,Slightly liberal,NA,"My parents, grandparents and I were all born in the USA.",C6,NA,2,2,NA,4,4,NA,1,1,NA,2,2,NA,3,3,NA,3,3,NA,1,1,NA,2,2,NA,2,2,NA,3,3,4wC0I,T6,I feel most undocumented immigrants come to the United States for better opportunity. I also feel that we mostly hear about undocumented citizens that come from southern North American countries.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,11/23/20 16:01,11/23/20 16:02,100,92,TRUE,11/23/20 16:02,anonymous,EN,NA,Yes,Yes,NA,11/21/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5 (very well),2,1 (not well at all),3,3,1 (not well at all),1 (not well at all),4,5 (very well),Uneducated|Responsible|Hardworking|Immoral|Unlawful|Loyal|Honest|Lazy|Intelligent|Violent,"Undocumented immigrants are human and very hardworking, so we should treat them as such",19,Female,NA,Asian,No,Democrat,NA,NA,Extremely liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C4,NA,3,3,NA,5,5,NA,2,2,NA,1,1,NA,3,3,NA,3,3,NA,1,1,NA,1,1,NA,4,4,NA,5,5,Ji2II,T4,"Undocumented immigrants are human and very hardworking, so we should treat them as such",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,11/23/20 16:11,11/23/20 16:14,100,192,TRUE,11/23/20 16:14,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/23/20,5 (very well),5 (very well),2,1 (not well at all),3,3,1 (not well at all),1 (not well at all),5 (very well),4,Hardworking|Honest|Loyal|Uneducated|Violent|Immoral|Responsible|Unlawful|Lazy|Intelligent,My dads an illegal immigrant so my view is there normal human beings. Literally no difference between an illegal alien and a legal one besides their status according to the U.S.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male,NA,White,Yes,Democrat,NA,NA,Liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C3,5,NA,5,5,NA,5,2,NA,2,1,NA,1,3,NA,3,3,NA,3,1,NA,1,1,NA,1,5,NA,5,4,NA,4,tv4Ov,T3,My dads an illegal immigrant so my view is there normal human beings. Literally no difference between an illegal alien and a legal one besides their status according to the U.S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NA,11/23/20 17:08,11/23/20 17:12,100,219,TRUE,11/23/20 17:12,anonymous,EN,NA,Yes,Yes,NA,3/21/01,4,5 (very well),2,2,3,3,1 (not well at all),2,3,4,Honest|Uneducated|Responsible|Hardworking|Intelligent|Violent|Loyal|Unlawful|Lazy|Immoral,hard working seeking for a better life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female,NA,White,Yes,Democrat,NA,NA,Liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C5,4,NA,4,5,NA,5,2,NA,2,2,NA,2,3,NA,3,3,NA,3,1,NA,1,2,NA,2,3,NA,3,4,NA,4,sRrRM,T5,hard working seeking for a better life,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,11/23/20 22:37,11/23/20 22:41,100,224,TRUE,11/23/20 22:41,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/23/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,2,3,2,1 (not well at all),2,2,2,Loyal|Responsible|Intelligent|Immoral|Honest|Lazy|Uneducated|Hardworking|Violent|Unlawful,"Hardworking, trying their best",21,Female,NA,White,No,Independent,NA,Closer to Republican Party,Slightly conservative,NA,"My parents, grandparents and I were all born in the USA.",C6,NA,2,2,NA,3,3,NA,4,4,NA,2,2,NA,3,3,NA,2,2,NA,1,1,NA,2,2,NA,2,2,NA,2,2,CAJFE,T6,"Hardworking, trying their best",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,11/24/20 12:29,11/24/20 12:32,100,151,TRUE,11/24/20 12:32,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,3,4,4,1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),3,5 (very well),Unlawful|Uneducated|Responsible|Intelligent|Lazy|Immoral|Hardworking|Violent|Honest|Loyal,"A person who has been forced to flee their home country and has found refuge in the US, although the government has not provided appropriate resources or space for them",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male,NA,White,No,Independent,NA,Closer to Democratic Party,Liberal,NA,"My parents, grandparents and I were all born in the USA.",C1,3,NA,3,4,NA,4,4,NA,4,1,NA,1,5,NA,5,1,NA,1,1,NA,1,1,NA,1,3,NA,3,5,NA,5,Y2qKY,T1,"A person who has been forced to flee their home country and has found refuge in the US, although the government has not provided appropriate resources or space for them",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,11/24/20 12:39,11/24/20 12:50,100,672,TRUE,11/24/20 12:50,anonymous,EN,NA,NA,NA,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5 (very well),3,1 (not well at all),4,4,1 (not well at all),1 (not well at all),5 (very well),3,Violent|Loyal|Intelligent|Hardworking|Lazy|Honest|Uneducated|Unlawful|Immoral|Responsible,"An undocumented immigrant is very hardworking and tries their best to be loyal to the new country that they're in. People tend to misconstrue them as bad people and criminals because the media frames them in a negative way. In reality, undocumented immigrants are not always criminals and actually make up most of the lard labor source in our country.",21,Female,NA,White,No,Democrat,NA,NA,Liberal,NA,I am an immigrant to the USA and a naturalized citizen.,C2,NA,4,4,NA,5,5,NA,3,3,NA,1,1,NA,4,4,NA,4,4,NA,1,1,NA,1,1,NA,5,5,NA,3,3,28Zyi,T2,"An undocumented immigrant is very hardworking and tries their best to be loyal to the new country that they're in. People tend to misconstrue them as bad people and criminals because the media frames them in a negative way. In reality, undocumented immigrants are not always criminals and actually make up most of the lard labor source in our country.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NA,11/24/20 13:10,11/24/20 13:18,100,506,TRUE,11/24/20 13:18,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5 (very well),3,1 (not well at all),3,3,1 (not well at all),1 (not well at all),3,3,Unlawful|Honest|Uneducated|Loyal|Hardworking|Responsible|Intelligent|Violent|Immoral|Lazy,"I do not have a view of “typical” undocumented immigrants. I’ve personally known many of them, and just like within any other group, there are various different types of people among them. There are nice people and there are jerks. The only consistent trait I’ve noticed is that they tend to be hard workers who keep their head down and try not to stand out or draw unneeded attention.",37,Female,NA,White,No,Independent,NA,Closer to Democratic Party,Extremely liberal,NA,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C4,NA,4,4,NA,5,5,NA,3,3,NA,1,1,NA,3,3,NA,3,3,NA,1,1,NA,1,1,NA,3,3,NA,3,3,uuoY7,T4,"I do not have a view of “typical” undocumented immigrants. I’ve personally known many of them, and just like within any other group, there are various different types of people among them. There are nice people and there are jerks. The only consistent trait I’ve noticed is that they tend to be hard workers who keep their head down and try not to stand out or draw unneeded attention.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NA,11/24/20 13:27,11/24/20 13:32,100,320,TRUE,11/24/20 13:32,anonymous,EN,NA,NA,NA,NA,11/25/20,3,4,1 (not well at all),1 (not well at all),3,4,2,1 (not well at all),4,4,Violent|Intelligent|Hardworking|Lazy|Loyal|Unlawful|Responsible|Honest|Uneducated|Immoral,"They are people who are coming to America for a better life because their home country is dangerous or they do not feel safe there. They also come to America for opportunity, and there are statistics to show that they aid the US economy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male,NA,Asian,No,Democrat,NA,NA,Slightly liberal,NA,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C5,3,NA,3,4,NA,4,1,NA,1,1,NA,1,3,NA,3,4,NA,4,2,NA,2,1,NA,1,4,NA,4,4,NA,4,Kxng6,T5,"They are people who are coming to America for a better life because their home country is dangerous or they do not feel safe there. They also come to America for opportunity, and there are statistics to show that they aid the US economy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
NA,11/24/20 13:48,11/24/20 13:52,100,264,TRUE,11/24/20 13:52,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",No,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5 (very well),2,2,5 (very well),1 (not well at all),1 (not well at all),2,3,4,Immoral|Unlawful|Loyal|Responsible|Lazy|Intelligent|Honest|Hardworking|Violent|Uneducated,"Individuals who are going to another country to seek opportunity and safety should be able to. Aside from Blacks and Native Americans, everyone is an immigrant. The main immigrants (Europeans) have the nerve to make regulations about what other immigrants should be doing. It is illogical and hypocritical.",21,Female,NA,NA,No,Other,Independent leaning Democrat,NA,Extremely liberal,NA,"My parents, grandparents and I were all born in the USA.",C6,NA,4,4,NA,5,5,NA,2,2,NA,2,2,NA,5,5,NA,1,1,NA,1,1,NA,2,2,NA,3,3,NA,4,4,AzDS5,T6,"Individuals who are going to another country to seek opportunity and safety should be able to. Aside from Blacks and Native Americans, everyone is an immigrant. The main immigrants (Europeans) have the nerve to make regulations about what other immigrants should be doing. It is illogical and hypocritical.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NA,11/24/20 13:48,11/24/20 13:53,100,286,TRUE,11/24/20 13:53,anonymous,EN,NA,Yes,Yes,NA,11/24/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5 (very well),1 (not well at all),1 (not well at all),3,3,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Intelligent|Loyal|Uneducated|Unlawful|Violent|Responsible|Immoral|Honest|Hardworking|Lazy,"While undocumented immigrants arrived illegally, they typically commit less crimes per capita than American citizens, and they work low wage jobs. I don't know enough about their education levels to take a side on that question.",18,Male,NA,White,No,Democrat,NA,NA,Liberal,NA,"My parents, grandparents and I were all born in the USA.",C2,NA,2,2,NA,5,5,NA,1,1,NA,1,1,NA,3,3,NA,3,3,NA,1,1,NA,1,1,NA,5,5,NA,5,5,oXfHu,T2,"While undocumented immigrants arrived illegally, they typically commit less crimes per capita than American citizens, and they work low wage jobs. I don't know enough about their education levels to take a side on that question.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
